Manufacturer,Model,Part Number,Comments,Interfaces,Console Ports,Power Ports,Device Bays
HPE,HP 5120-48G EI 2 Slots,JE069A,[HPE 5120 EI Switch Series](https://www.hpe.com/psnow/doc/c04111657.pdf) [Install Guide](https://support.hpe.com/hpesc/public/docDisplay?docId=c03580479),"GigabitEthernet 1/0/1, GigabitEthernet 1/0/2, GigabitEthernet 1/0/3, GigabitEthernet 1/0/4, GigabitEthernet 1/0/5, GigabitEthernet 1/0/6, GigabitEthernet 1/0/7, GigabitEthernet 1/0/8, GigabitEthernet 1/0/9, GigabitEthernet 1/0/10, GigabitEthernet 1/0/11, GigabitEthernet 1/0/12, GigabitEthernet 1/0/13, GigabitEthernet 1/0/14, GigabitEthernet 1/0/15, GigabitEthernet 1/0/16, GigabitEthernet 1/0/17, GigabitEthernet 1/0/18, GigabitEthernet 1/0/19, GigabitEthernet 1/0/20, GigabitEthernet 1/0/21, GigabitEthernet 1/0/22, GigabitEthernet 1/0/23, GigabitEthernet 1/0/24, GigabitEthernet 1/0/25, GigabitEthernet 1/0/26, GigabitEthernet 1/0/27, GigabitEthernet 1/0/28, GigabitEthernet 1/0/29, GigabitEthernet 1/0/30, GigabitEthernet 1/0/31, GigabitEthernet 1/0/32, GigabitEthernet 1/0/33, GigabitEthernet 1/0/34, GigabitEthernet 1/0/35, GigabitEthernet 1/0/36, GigabitEthernet 1/0/37, GigabitEthernet 1/0/38, GigabitEthernet 1/0/39, GigabitEthernet 1/0/40, GigabitEthernet 1/0/41, GigabitEthernet 1/0/42, GigabitEthernet 1/0/43, GigabitEthernet 1/0/44, GigabitEthernet 1/0/45, GigabitEthernet 1/0/46, GigabitEthernet 1/0/47, GigabitEthernet 1/0/48, GigabitEthernet 1/0/49, GigabitEthernet 1/0/50, GigabitEthernet 1/0/51, GigabitEthernet 1/0/52",Console,PS1,
HPE,Virtual Connect FlexFabric 10Gb/24-Port Module for c-Class BladeSystem,571956-B21,[QuickSpecs](https://www.hpe.com/psnow/doc/c04154400),"Port X1, Port X2, Port X3, Port X4, Port X5, Port X6, Port X7, Port X8",,,
HPE,HPE MSA 2040 SFF Chassis DC,C8R11A,,,,"PS1, PS2",
HPE,ProLiant DL380 Gen9,719064-B21,[HPE ProLiant DL380 Gen9 Server QuickSpecs](https://www.hpe.com/psnow/doc/c04346247),"Gig-E 1, Gig-E 2, Gig-E 3, Gig-E 4, iLO",Serial,,
HPE,Aruba IAP-515,IAP-515,[Aruba 515 Series Datasheet](https://www.arubanetworks.com/assets/ds/DS_AP510Series.pdf),"Port 1, WiFi","Console, usb-ble",Power,
HPE,Aruba EC-S-P DC,201743,,"mgmt0, mgmt1, tlan0, twan0, tlan1, twan1, lan0, lan1, lan2, lan3, wan0, wan1, wan2, wan3",console,,
HPE,HPE FlexNetwork MSR3046 Router,R9J04A,[HPE FlexNetwork MSR3000 Router Series](https://www.hpe.com/psnow/doc/c04123140.pdf),"GigabitEthernet1/0/0, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, Ten-GigabitEthernet1/0/9, Ten-GigabitEthernet1/0/10, Ten-GigabitEthernet1/0/11, Ten-GigabitEthernet1/0/12, Ten-GigabitEthernet1/0/13",con0,,
HPE,Aruba 6300M-48SR10-POE8-4QSFP28,S0E91A,[HPE Aruba 6300 Switch Series - Datasheet](https://www.arubanetworks.com/assets/ds/DS_6300Series.pdf),"1/1/1, 1/1/2, 1/1/3, 1/1/4, 1/1/5, 1/1/6, 1/1/7, 1/1/8, 1/1/9, 1/1/10, 1/1/11, 1/1/12, 1/1/13, 1/1/14, 1/1/15, 1/1/16, 1/1/17, 1/1/18, 1/1/19, 1/1/20, 1/1/21, 1/1/22, 1/1/23, 1/1/24, 1/1/25, 1/1/26, 1/1/27, 1/1/28, 1/1/29, 1/1/30, 1/1/31, 1/1/32, 1/1/33, 1/1/34, 1/1/35, 1/1/36, 1/1/37, 1/1/38, 1/1/39, 1/1/40, 1/1/41, 1/1/42, 1/1/43, 1/1/44, 1/1/45, 1/1/46, 1/1/47, 1/1/48, 1/1/49, 1/1/50, 1/1/51, 1/1/52, mgmt","rj45-console, usb-c, usb-ble",,
HPE,HPE MSA 2040 LFF Disk Enclosure,C8R18A,,,,"PS1, PS2",
HPE,Aruba AP-615,AP-615,[Aruba 610 Series Datasheet](https://www.arubanetworks.com/assets/ds/DS_AP610Series.pdf),"E0, 6GHz WiFi, 5GHz WiFi, 2.4GHz WiFi, Bluetooth, Zigbee","Console, usb-ble",12 Vdc,
HPE,5412R zl2,J9851A,[HP branded predecessor model of Aruba 5412R zl2 (J9822A)](https://www.hpe.com/psnow/doc/c04293383.html?jumpid=in_pdp-psnow-qs),,,,
HPE,ProCurve 3500-48G-PoE yl,J8693A,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48",,PS1,
HPE,HPE P2000 Dual IO LFF Drive Enclosure,AP843B,,,,"PS1, PS2",
HPE,ProCurve-1910-8G-PoEP-65W,JG349A,[HPE 1910-8G-PoE+ (65W) Datasheet](https://www.hpe.com/psnow/doc/c03824531.pdf?jumpid=in_lit-psnow-getpdf),"GigabitEthernet 1/0/1, GigabitEthernet 1/0/2, GigabitEthernet 1/0/3, GigabitEthernet 1/0/4, GigabitEthernet 1/0/5, GigabitEthernet 1/0/6, GigabitEthernet 1/0/7, GigabitEthernet 1/0/8, GigabitEthernet 1/0/9",Serial console port,C14,
HPE,ProCurve 2524,J4813A,[HP ProCurve 2512/2524 Switch Series - Specifications](https://support.hpe.com/hpesc/public/docDisplay?docId=emr_na-c01955946),"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",Console,PS1,
HPE,FlexFabric 5945 2-slot,JQ075A,[HPE FlexFabric 5945 2-slot Switch Data sheet](https://www.hpe.com/psnow/doc/PSN1011424706USEN.pdf),"Management1, Management2","console, USB Console",,
HPE,Aruba 6300F-48G-POE4-4SFP56,JL665A,[Aruba 6300 Switch Series](https://www.arubanetworks.com/assets/ds/DS_6300Series.pdf),"1/1/1, 1/1/2, 1/1/3, 1/1/4, 1/1/5, 1/1/6, 1/1/7, 1/1/8, 1/1/9, 1/1/10, 1/1/11, 1/1/12, 1/1/13, 1/1/14, 1/1/15, 1/1/16, 1/1/17, 1/1/18, 1/1/19, 1/1/20, 1/1/21, 1/1/22, 1/1/23, 1/1/24, 1/1/25, 1/1/26, 1/1/27, 1/1/28, 1/1/29, 1/1/30, 1/1/31, 1/1/32, 1/1/33, 1/1/34, 1/1/35, 1/1/36, 1/1/37, 1/1/38, 1/1/39, 1/1/40, 1/1/41, 1/1/42, 1/1/43, 1/1/44, 1/1/45, 1/1/46, 1/1/47, 1/1/48, 1/1/49, 1/1/50, 1/1/51, 1/1/52, mgmt","usb-c, usb-ble",ps1,
HPE,Aruba 10000-48Y6C Back-to-Front,R8P14A,,"1/1/1, 1/1/2, 1/1/3, 1/1/4, 1/1/5, 1/1/6, 1/1/7, 1/1/8, 1/1/9, 1/1/10, 1/1/11, 1/1/12, 1/1/13, 1/1/14, 1/1/15, 1/1/16, 1/1/17, 1/1/18, 1/1/19, 1/1/20, 1/1/21, 1/1/22, 1/1/23, 1/1/24, 1/1/25, 1/1/26, 1/1/27, 1/1/28, 1/1/29, 1/1/30, 1/1/31, 1/1/32, 1/1/33, 1/1/34, 1/1/35, 1/1/36, 1/1/37, 1/1/38, 1/1/39, 1/1/40, 1/1/41, 1/1/42, 1/1/43, 1/1/44, 1/1/45, 1/1/46, 1/1/47, 1/1/48, 1/1/49, 1/1/50, 1/1/51, 1/1/52, 1/1/53, 1/1/54, mgmt","rj45-console, usb-console, usb-ble","ps1, ps2",
HPE,Aruba 6300M-48G-4SFP56,JL663A,[Aruba 6300 Switch Series](https://www.arubanetworks.com/assets/ds/DS_6300Series.pdf),"1/1/1, 1/1/2, 1/1/3, 1/1/4, 1/1/5, 1/1/6, 1/1/7, 1/1/8, 1/1/9, 1/1/10, 1/1/11, 1/1/12, 1/1/13, 1/1/14, 1/1/15, 1/1/16, 1/1/17, 1/1/18, 1/1/19, 1/1/20, 1/1/21, 1/1/22, 1/1/23, 1/1/24, 1/1/25, 1/1/26, 1/1/27, 1/1/28, 1/1/29, 1/1/30, 1/1/31, 1/1/32, 1/1/33, 1/1/34, 1/1/35, 1/1/36, 1/1/37, 1/1/38, 1/1/39, 1/1/40, 1/1/41, 1/1/42, 1/1/43, 1/1/44, 1/1/45, 1/1/46, 1/1/47, 1/1/48, 1/1/49, 1/1/50, 1/1/51, 1/1/52, mgmt","usb-c, usb-ble",,
HPE,FlexNetwork 5510-24G-SFP-4SFP+ HI,JH149A,[HPE FlexNetwork 5510 HI Switch Series](https://support.hpe.com/hpesc/public/docDisplay?docId=emr_na-c04925423),"M-GigabitEthernet0/0/0, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, Ten-GigabitEthernet1/0/25, Ten-GigabitEthernet1/0/26, Ten-GigabitEthernet1/0/27, Ten-GigabitEthernet1/0/28","console, USB Console",,
HPE,ProLiant DL325 Gen10 Plus,,,iLO,Serial,,
HPE,Aruba 8360-12C Front-to-Back,JL708C,,"1/1/1, 1/1/2, 1/1/3, 1/1/4, 1/1/5, 1/1/6, 1/1/7, 1/1/8, 1/1/9, 1/1/10, 1/1/11, 1/1/12, mgmt","rj45-console, usb-console, usb-ble","ps1, ps2",
HPE,Aruba AP-205,AP-205,[Aruba 200 Series Datasheet](https://www.arubanetworks.com/assets/ds/DS_AP200Series.pdf),"2.4GHz WiFi, 5GHz WiFi, ENET",Console Interface,12 Vdc,
HPE,Aruba 8360-12C Back-to-Front,JL709C,,"1/1/1, 1/1/2, 1/1/3, 1/1/4, 1/1/5, 1/1/6, 1/1/7, 1/1/8, 1/1/9, 1/1/10, 1/1/11, 1/1/12, mgmt","rj45-console, usb-console, usb-ble","ps1, ps2",
HPE,Aruba EC-L-P,201305,,"lan0, lan1, mgmt0, mgmt1, tlan0, twan0, wan0, wan1",console,,
HPE,5406R zl2,J9850A,[HP branded predecessor model of Aruba 5406R zl2 (J9821A)](https://www.hpe.com/psnow/doc/c04293383.html?jumpid=in_pdp-psnow-qs),,,,
HPE,ProCurve 5308xl,J4819A,[HPE ProCurve 5300xl Switch Series - Specifications](https://support.hpe.com/hpesc/public/docDisplay?docId=emr_na-c01810722),,Serial,,
HPE,HPE FlexNetwork MSR3044 Router,JG405A,[HPE FlexNetwork MSR3000 Router Series](https://www.hpe.com/psnow/doc/c04123140.pdf),"GigabitEthernet1/0/0, GigabitEthernet1/0/1, GigabitEthernet1/0/2",usb,,
HPE,Alletra 6000,R4U28A,[HPE Alletra Storage 6000 Server QuickSpecs](https://www.hpe.com/psnow/doc/a50002567enw),"Gig-E 1, Gig-E 2, Gig-E 3, Gig-E 4, Gig-E 5, Gig-E 6, Gig-E 7, Gig-E 8, iLO",Serial,,
HPE,ProCurve E2510-24G,J9279A,(HPE 2510 Switch Series - Specifications)[https://support.hpe.com/hpesc/public/docDisplay?docLocale=en_US&docId=c02622771],"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",Console,PS1,
HPE,Synergy 50Gb Interconnect Link Module,867793-B21,[QuickSpecs](https://www.hpe.com/psnow/doc/a00067743enw),"L1, L2",,,
HPE,Aruba 6200M-48G-POE4-4SFPP,R8Q70A,[Aruba 6200 Switch Series](https://www.hpe.com/psnow/doc/a00097415enw),"1/1/1, 1/1/2, 1/1/3, 1/1/4, 1/1/5, 1/1/6, 1/1/7, 1/1/8, 1/1/9, 1/1/10, 1/1/11, 1/1/12, 1/1/13, 1/1/14, 1/1/15, 1/1/16, 1/1/17, 1/1/18, 1/1/19, 1/1/20, 1/1/21, 1/1/22, 1/1/23, 1/1/24, 1/1/25, 1/1/26, 1/1/27, 1/1/28, 1/1/29, 1/1/30, 1/1/31, 1/1/32, 1/1/33, 1/1/34, 1/1/35, 1/1/36, 1/1/37, 1/1/38, 1/1/39, 1/1/40, 1/1/41, 1/1/42, 1/1/43, 1/1/44, 1/1/45, 1/1/46, 1/1/47, 1/1/48, 1/1/49, 1/1/50, 1/1/51, 1/1/52, mgmt","usb-c, rj-45",,
HPE,FlexNetwork 5130-24G-PoEP-4SFP+ EI,JG936A,[HPE FlexNetwork 5130 EI Switch Series QuickSpecs](https://www.hpe.com/psnow/doc/c04394228.pdf),"GigabitEthernet1/0/0, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, Ten-GigabitEthernet1/0/25, Ten-GigabitEthernet1/0/26, Ten-GigabitEthernet1/0/27, Ten-GigabitEthernet1/0/28",console,PSU1,
HPE,Aruba 6300M-24SFPP-4SFP56,JL658A,[Aruba 6300 Switch Series](https://www.arubanetworks.com/assets/ds/DS_6300Series.pdf),"1/1/1, 1/1/2, 1/1/3, 1/1/4, 1/1/5, 1/1/6, 1/1/7, 1/1/8, 1/1/9, 1/1/10, 1/1/11, 1/1/12, 1/1/13, 1/1/14, 1/1/15, 1/1/16, 1/1/17, 1/1/18, 1/1/19, 1/1/20, 1/1/21, 1/1/22, 1/1/23, 1/1/24, 1/1/25, 1/1/26, 1/1/27, 1/1/28, mgmt","usb-c, usb-ble",,
HPE,HPE FlexNetwork MSR3016 AC Router,R8V32A,[HPE FlexNetwork MSR3000 Router Series](https://www.hpe.com/psnow/doc/c04123140.pdf),"GigabitEthernet1/0/0, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5",con0,PS-1,
HPE,Aruba EC-10108,3510326,,"lan0, lan1, lan2-RJ45, lan2-SFP, wan0, wan1, wan2-RJ45, wan2-SFP, mgmt0, mgmt1","console, USB console",PS1,
HPE,Aruba 2920-48G,J9728A,,"Management, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48","Console, USB Console",XPS,
HPE,ProCurve-1910-8-PoEP,JG537A,[HPE 1910-8-PoE+ Datasheet](https://www.hpe.com/psnow/doc/c03824531.pdf?jumpid=in_lit-psnow-getpdf),"FastEthernet 1/0/1, FastEthernet 1/0/2, FastEthernet 1/0/3, FastEthernet 1/0/4, FastEthernet 1/0/5, FastEthernet 1/0/6, FastEthernet 1/0/7, FastEthernet 1/0/8, GigabitEthernet 1/0/9, GigabitEthernet 1/0/10",Serial console port,C14,
HPE,Aruba AP-679,AP-679,[Aruba 670 Series Datasheet](https://www.arubanetworks.com/assets/ds/DS_AP-670Series.pdf),"E0, E1, 6GHz WiFi, 5GHz WiFi, 2.4GHz WiFi, Bluetooth, Zigbee",Serial Console,,
HPE,ProLiant XL170r G9 (2U),798156-B21,2U Child module Apollo [Spec Sheet](https://www.hpe.com/psnow/doc/c04545612),,,,
HPE,Aruba EC-M,200890,,"lan0, wan0, lan1, wan1, tlan0, twan0, mgmt0, mgmt1",console,,
HPE,Aruba 8325-32C Back-to-Front,JL627A,,"1/1/1, 1/1/2, 1/1/3, 1/1/4, 1/1/5, 1/1/6, 1/1/7, 1/1/8, 1/1/9, 1/1/10, 1/1/11, 1/1/12, 1/1/13, 1/1/14, 1/1/15, 1/1/16, 1/1/17, 1/1/18, 1/1/19, 1/1/20, 1/1/21, 1/1/22, 1/1/23, 1/1/24, 1/1/25, 1/1/26, 1/1/27, 1/1/28, 1/1/29, 1/1/30, 1/1/31, 1/1/32, mgmt","rj45-console, usb-console, usb-ble","ps1, ps2",
HPE,t740,,[Datasheet](https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=4aa7-5975enuc),"eth0, wl0, hci0",,PSU1,
HPE,1810-48G,J9660A,(HPE 1810 Switch Series - Unofficial)[https://www.curvesales.com/datasheets/switches/SMB-Smart-Web-Managed/HP-1810-Switch-Series-Datasheet.pdf],"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52",,PS1,
HPE,ProLiant DL380 Gen6,,,"Gig-E 1, Gig-E 2, iLO",Serial,"PSU1, PSU2",
HPE,StoreOnce 5260,R6U03A,[HPE StoreOnce QuickSpecs](https://www.hpe.com/psnow/doc/c04328820.pdf),iLO,,,
HPE,ProCurve A5800-24G,JC100A,,"M-GigabitEthernet0/0/0, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, Ten-GigabitEthernet1/0/25, Ten-GigabitEthernet1/0/26, Ten-GigabitEthernet1/0/27, Ten-GigabitEthernet1/0/28","console, console usb",PSU1,
HPE,StoreEver LTO Ultrium External Tape Drive,BB874A,,SAS,,PSU1,
HPE,Aruba 1960 12XGT 4SFP+,JL805A,[Aruba Instant On 1960 Switch Series Data Sheet](https://www.hpe.com/psnow/doc/a00118137enw),"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16",,PS1,
Longshine,LCS-FS9116-B,GEU-1629,[Datasheet](https://cdn-reichelt.de/documents/datenblatt/E910/LCS-FS9116%23LCS.pdf),"GigabitEthernet1, GigabitEthernet2, GigabitEthernet3, GigabitEthernet4, GigabitEthernet5, GigabitEthernet6, GigabitEthernet7, GigabitEthernet8, GigabitEthernet9, GigabitEthernet10, GigabitEthernet11, GigabitEthernet12, GigabitEthernet13, GigabitEthernet14, GigabitEthernet15, GigabitEthernet16",,PSU0,
Rohde & Schwarz,TrustedVPN-L VS-NfD,3630.1751.13,,"eth0, eth1, eth2, eth3, eth4, eth5, eth6, eth7",Console,PS1,
Rohde & Schwarz,SITLine ETH-L 4x10G,5414.6282.24,,"A1, A2, A3, A4, X1, X2, X3, X4, MGMT",,"PS1, PS2",
Rohde & Schwarz,TrustedVPN-L,3630.1751.02,,"eth0, eth1, eth2, eth3, eth4, eth5, eth6, eth7",Console,PS1,
Rohde & Schwarz,TrustedVPN-XL,3630.1768.02,,"eth0, eth1, eth2, eth3",,"PSU1, PSU2",
Rohde & Schwarz,SITLine ETH40G,5414.6130.02,,"A1, A2, A3, A4, X1, X2, X3, X4, SMS",,"PS1, PS2",
Rohde & Schwarz,SITLine ETH-L 10G,5414.6282.23,,"A1, X1, MGMT",,"PS1, PS2",
Rohde & Schwarz,SITLine ETH4G,5414.7766.02,,"A1, A2, A3, A4, X1, X2, X3, X4, SMS",,"PS1, PS2",
Rohde & Schwarz,SITLine ETH-L 4x1G,5414.6282.25,,"A1, A2, A3, A4, X1, X2, X3, X4, MGMT",,"PS1, PS2",
Rohde & Schwarz,SITLine ETH-S 10G,5414.6260.23,,"A1, X1, MGMT",Console,"DC-Input-A, DC-Input-B",
Rohde & Schwarz,SITLine ETH-S 1G,5414.6260.22,,"A1, X1, MGMT",Console,"DC-Input-A, DC-Input-B",
TP-Link,TL-SG3210,TL-SG3210,[TP-Link TL-SG3210 Datasheet](https://www.omadanetworks.com/pl/business-networking/omada-switch-l3-l2-managed/tl-sg3210/#specifications),"gigabitEthernet 1/0/1, gigabitEthernet 1/0/2, gigabitEthernet 1/0/3, gigabitEthernet 1/0/4, gigabitEthernet 1/0/5, gigabitEthernet 1/0/6, gigabitEthernet 1/0/7, gigabitEthernet 1/0/8, gigabitEthernet 1/0/9, gigabitEthernet 1/0/10","Serial Console, USB Serial Console",PS1,
TP-Link,TL-SX3016F,,[TP-Link TL-SX3016F](https://www.tp-link.com/us/business-networking/omada-sdn-switch/tl-sx3016f/),"ten-gigabitEthernet 1/0/1, ten-gigabitEthernet 1/0/2, ten-gigabitEthernet 1/0/3, ten-gigabitEthernet 1/0/4, ten-gigabitEthernet 1/0/5, ten-gigabitEthernet 1/0/6, ten-gigabitEthernet 1/0/7, ten-gigabitEthernet 1/0/8, ten-gigabitEthernet 1/0/9, ten-gigabitEthernet 1/0/10, ten-gigabitEthernet 1/0/11, ten-gigabitEthernet 1/0/12, ten-gigabitEthernet 1/0/13, ten-gigabitEthernet 1/0/14, ten-gigabitEthernet 1/0/15, ten-gigabitEthernet 1/0/16","Serial Console, USB Serial Console","PWR1, PWR2",
TP-Link,ER707-M2,ER707-M2,[TP-Link ER707-M2 Datasheet](https://www.tp-link.com/us/business-networking/omada-sdn-router/er707-m2/#specifications),"wan1, wan/lan2, wan/lan3, wan/lan4, wan/lan5, wan/lan6, wan/lan7",,12VDC,
TP-Link,TL-SG3428,,[TP-Link TL-SG3428](https://www.tp-link.com/us/business-networking/managed-switch/tl-sg3428/),"gigabitEthernet 1/0/1, gigabitEthernet 1/0/2, gigabitEthernet 1/0/3, gigabitEthernet 1/0/4, gigabitEthernet 1/0/5, gigabitEthernet 1/0/6, gigabitEthernet 1/0/7, gigabitEthernet 1/0/8, gigabitEthernet 1/0/9, gigabitEthernet 1/0/10, gigabitEthernet 1/0/11, gigabitEthernet 1/0/12, gigabitEthernet 1/0/13, gigabitEthernet 1/0/14, gigabitEthernet 1/0/15, gigabitEthernet 1/0/16, gigabitEthernet 1/0/17, gigabitEthernet 1/0/18, gigabitEthernet 1/0/19, gigabitEthernet 1/0/20, gigabitEthernet 1/0/21, gigabitEthernet 1/0/22, gigabitEthernet 1/0/23, gigabitEthernet 1/0/24, gigabitEthernet 1/0/25, gigabitEthernet 1/0/26, gigabitEthernet 1/0/27, gigabitEthernet 1/0/28","Serial Console, USB Serial Console",PS1,
TP-Link,T1600G-28PS,T1600G-28PS,[TP-Link T1600G-28PS Datasheet](https://www.omadanetworks.com/de/business-networking/omada-switch-smart/t1600g-28ps/#specifications),"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28",console,PS1,
TP-Link,EAP245,,"AC1750 Wireless Dual Band Gigabit Ceiling Mount Access Point
[TP-Link EAP245 Specifications](https://www.tp-link.com/us/business-networking/omada-sdn-access-point/eap245/#specifications)
[TP-Link EAP245 Datasheet](https://support.omadanetworks.com/us/document/3613/)
","LAN 1, LAN 2, Wireless AC, Wireless N",,12VDC,
TP-Link,TL-SG1024D,TL-SG1024D,,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",,Power,
TP-Link,TL-SG116E,TL-SG116E,[TP-Link TL-SG116E](https://www.tp-link.com/us/business-networking/easy-smart-switch/tl-sg116e/#specifications),"Port 1, Port 2, Port 3, Port 4, Port 5, Port 6, Port 7, Port 8, Port 9, Port 10, Port 11, Port 12, Port 13, Port 14, Port 15, Port 16",,PS1,
TP-Link,T1500g-10MPS,,[Technical Guide](https://static.tp-link.com/2019/201903/20190321/T1500-Series-Datasheet.pdf) [ean13_code] (6935364098858),"1, 2, 3, 4, 5, 6, 7, 8, SFP1, SFP2",,PS1,
TP-Link,TL-SG2210MP,,[TP-Link SG2210MP](https://www.tp-link.com/us/business-networking/omada-switch-poe/sg2210mp/) - Omada 10-Port Gigabit Smart Switch with 8-Port PoE+,"Ethernet 1, Ethernet 2, Ethernet 3, Ethernet 4, Ethernet 5, Ethernet 6, Ethernet 7, Ethernet 8, Ethernet 9, Ethernet 10",,PS1,
TP-Link,ER605-V2,TL-R605,[TP-Link ER605 Datasheet](https://www.omadanetworks.com/pl/business-networking/omada-router-wired-router/er605/#specifications),"LAN 4, LAN 5, WAN 1, WAN/LAN 2, WAN/LAN 3",USB,12VDC,
TP-Link,Archer C7 AC1750 v4,,[Archer C7 AC1750](https://www.tp-link.com/fi/home-networking/wifi-router/archer-c7),"wan, lan1, lan2, lan3, lan4, wlan0, wlan1",,PS1,
TP-Link,T2600G-52TS,T2600G-52TS,[TP-Link T2600G-52TS Datasheet](https://www.tp-link.com/cz/business-networking/managed-switch/t2600g-52ts/#specifications),"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52","console, console-usb",PS1,
TP-Link,TL-SG3210X-M2,,[TP-Link SG3210X-M2](https://www.omadanetworks.com/us/business-networking/omada-switch-l3-l2-managed/sg3210x-m2/) - Omada 8-Port 2.5G L2+ Managed Switch with 2 10G SFP+ uplinks,"Ethernet 1, Ethernet 2, Ethernet 3, Ethernet 4, Ethernet 5, Ethernet 6, Ethernet 7, Ethernet 8, Ethernet 9, Ethernet 10","Serial Console, USB Serial Console",PS1,
TP-Link,TL-SG1008MP,TL-SG1008MP,[TP-Link TL-SG1008MP](https://www.tp-link.com/en/business-networking/soho-switch-poe/tl-sg1008mp/#specifications),"Port 1, Port 2, Port 3, Port 4, Port 5, Port 6, Port 7, Port 8",,PS1,
TP-Link,T2600G-28TS,T2600G-28TS,[TP-Link T2600G-28TS Datasheet](https://www.tp-link.com/us/business-networking/managed-switch/t2600g-28ts/#specifications),"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28","console, console-usb",PS1,
